window_start_utc,window_end_utc,device,packet_count,packet_rate,mean_inter_arrival_ms,std_inter_arrival_ms,min_inter_arrival_ms,max_inter_arrival_ms,duplicate_ratio,seq_increment_mean,seq_increment_std,unique_modes,dominant_mode,label
2026-05-15T14:44:15.208Z,2026-05-15T14:45:15.208Z,esp32_1,4,0.0667,14481.67,2307.1,11290.0,16664.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:44:22.535Z,2026-05-15T14:45:22.535Z,esp32_2,5,0.0833,11679.25,2538.58,7696.0,14209.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:44:24.603Z,2026-05-15T14:45:24.603Z,esp32_3,17,0.2833,2910.06,4672.03,818.0,19006.0,0.8824,0.0625,0.2421,2,REPLAY_ATTACK,REPLAY_ATTACK
2026-05-15T14:44:25.208Z,2026-05-15T14:45:25.208Z,esp32_1,4,0.0667,12467.0,2155.71,10620.0,15491.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:44:32.535Z,2026-05-15T14:45:32.535Z,esp32_2,5,0.0833,11096.5,2307.55,7696.0,14209.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:44:34.603Z,2026-05-15T14:45:34.603Z,esp32_3,26,0.4333,2250.48,3842.54,795.0,19006.0,0.9231,0.04,0.196,2,REPLAY_ATTACK,REPLAY_ATTACK
2026-05-15T14:44:35.208Z,2026-05-15T14:45:35.208Z,esp32_1,6,0.1,11122.0,2371.38,8553.0,15491.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:44:42.535Z,2026-05-15T14:45:42.535Z,esp32_2,6,0.1,11501.2,2216.97,7696.0,14209.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:44:44.603Z,2026-05-15T14:45:44.603Z,esp32_3,33,0.55,1488.78,1569.34,795.0,10008.0,0.9697,0.0,0.0,2,REPLAY_ATTACK,REPLAY_ATTACK
2026-05-15T14:44:45.208Z,2026-05-15T14:45:45.208Z,esp32_1,5,0.0833,10029.75,1031.64,8553.0,11290.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:44:52.535Z,2026-05-15T14:45:52.535Z,esp32_2,5,0.0833,10824.25,1962.75,7696.0,13120.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:44:54.603Z,2026-05-15T14:45:54.603Z,esp32_3,42,0.7,1412.83,1399.16,795.0,10008.0,0.9762,0.0,0.0,2,REPLAY_ATTACK,REPLAY_ATTACK
2026-05-15T14:44:55.208Z,2026-05-15T14:45:55.208Z,esp32_1,5,0.0833,10549.25,1784.19,8553.0,13368.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:02.535Z,2026-05-15T14:46:02.535Z,esp32_2,5,0.0833,11302.25,2234.0,7696.0,13210.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:04.603Z,2026-05-15T14:46:04.603Z,esp32_3,50,0.8333,1191.43,324.79,795.0,2450.0,0.98,0.0,0.0,1,REPLAY_ATTACK,REPLAY_ATTACK
2026-05-15T14:45:05.208Z,2026-05-15T14:46:05.208Z,esp32_1,5,0.0833,10393.75,1798.29,8553.0,13368.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:12.535Z,2026-05-15T14:46:12.535Z,esp32_2,5,0.0833,11426.5,2034.92,8193.0,13210.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:14.603Z,2026-05-15T14:46:14.603Z,esp32_3,46,0.7667,1178.13,335.93,795.0,2450.0,0.9565,0.0222,0.1474,2,REPLAY_ATTACK,REPLAY_ATTACK
2026-05-15T14:45:15.208Z,2026-05-15T14:46:15.208Z,esp32_1,6,0.1,11258.0,2361.1,8553.0,14715.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:22.535Z,2026-05-15T14:46:22.535Z,esp32_2,5,0.0833,12739.0,2944.43,8193.0,16433.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:24.603Z,2026-05-15T14:46:24.603Z,esp32_3,39,0.65,1147.66,311.6,795.0,2450.0,0.9487,0.0263,0.1601,2,REPLAY_ATTACK,REPLAY_ATTACK
2026-05-15T14:45:25.208Z,2026-05-15T14:46:25.208Z,esp32_1,5,0.0833,11658.5,2483.24,8553.0,14715.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:32.535Z,2026-05-15T14:46:32.535Z,esp32_2,5,0.0833,11949.5,3152.46,8193.0,16433.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:34.603Z,2026-05-15T14:46:34.603Z,esp32_3,31,0.5167,1905.5,3932.97,801.0,23012.0,0.9032,0.0667,0.2494,2,REPLAY_ATTACK,REPLAY_ATTACK
2026-05-15T14:45:35.208Z,2026-05-15T14:46:35.208Z,esp32_1,4,0.0667,13898.33,2909.1,9998.0,16982.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:42.535Z,2026-05-15T14:46:42.535Z,esp32_2,4,0.0667,11529.33,3541.83,8193.0,16433.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:44.603Z,2026-05-15T14:46:44.603Z,esp32_3,23,0.3833,2143.0,4560.36,801.0,23012.0,0.8696,0.0909,0.2875,2,REPLAY_ATTACK,REPLAY_ATTACK
2026-05-15T14:45:45.208Z,2026-05-15T14:46:45.208Z,esp32_1,5,0.0833,12906.5,3049.32,9931.0,16982.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:52.535Z,2026-05-15T14:46:52.535Z,esp32_2,5,0.0833,12456.0,3461.87,8193.0,16433.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:45:54.603Z,2026-05-15T14:46:54.603Z,esp32_3,14,0.2333,2844.92,5825.64,883.0,23012.0,0.7857,0.1538,0.3608,2,REPLAY_ATTACK,REPLAY_ATTACK
2026-05-15T14:45:55.208Z,2026-05-15T14:46:55.208Z,esp32_1,5,0.0833,13066.5,2905.93,9931.0,16982.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:02.535Z,2026-05-15T14:47:02.535Z,esp32_2,5,0.0833,12500.25,3407.8,8370.0,16433.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:04.603Z,2026-05-15T14:47:04.603Z,esp32_3,6,0.1,11236.4,12666.54,883.0,30009.0,0.3333,0.6,0.4899,2,REPLAY_ATTACK,REPLAY_ATTACK
2026-05-15T14:46:05.208Z,2026-05-15T14:47:05.208Z,esp32_1,5,0.0833,12541.5,2745.97,9931.0,16982.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:12.535Z,2026-05-15T14:47:12.535Z,esp32_2,5,0.0833,11363.25,2558.98,8370.0,15236.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:14.603Z,2026-05-15T14:47:14.603Z,esp32_3,3,0.05,20007.5,10001.5,10006.0,30009.0,0.0,1.0,0.0,2,SLOW_RATE_ATTACK,SLOW_RATE_ATTACK
2026-05-15T14:46:15.208Z,2026-05-15T14:47:15.208Z,esp32_1,5,0.0833,11047.5,984.0,9931.0,12615.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:22.535Z,2026-05-15T14:47:22.535Z,esp32_2,5,0.0833,11243.25,2632.08,8370.0,15236.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:24.603Z,2026-05-15T14:47:24.603Z,esp32_3,5,0.0833,12389.75,10400.32,4279.0,30009.0,0.0,1.0,0.0,2,NORMAL,NORMAL
2026-05-15T14:46:25.208Z,2026-05-15T14:47:25.208Z,esp32_1,6,0.1,10757.2,1054.37,9596.0,12615.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:32.535Z,2026-05-15T14:47:32.535Z,esp32_2,5,0.0833,9416.0,1533.91,7927.0,11885.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:34.603Z,2026-05-15T14:47:34.603Z,esp32_3,6,0.1,5747.4,2173.86,4124.0,10006.0,0.0,1.0,0.0,2,NORMAL,NORMAL
2026-05-15T14:46:35.208Z,2026-05-15T14:47:35.208Z,esp32_1,6,0.1,10192.8,1821.68,7109.0,12615.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:42.535Z,2026-05-15T14:47:42.535Z,esp32_2,6,0.1,10320.6,2270.58,7927.0,13939.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:44.603Z,2026-05-15T14:47:44.603Z,esp32_3,8,0.1333,5544.14,1933.46,4083.0,10006.0,0.0,1.0,0.0,2,NORMAL,NORMAL
2026-05-15T14:46:45.208Z,2026-05-15T14:47:45.208Z,esp32_1,6,0.1,10588.0,2072.47,7109.0,12615.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:52.535Z,2026-05-15T14:47:52.535Z,esp32_2,6,0.1,11682.8,2695.12,7927.0,15181.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:46:54.603Z,2026-05-15T14:47:54.603Z,esp32_3,10,0.1667,5442.0,1737.29,4083.0,10006.0,0.0,1.0,0.0,2,NORMAL,NORMAL
2026-05-15T14:46:55.208Z,2026-05-15T14:47:55.208Z,esp32_1,6,0.1,9688.8,1970.79,7109.0,12614.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:02.535Z,2026-05-15T14:48:02.535Z,esp32_2,5,0.0833,11632.25,3011.11,7927.0,15181.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:04.603Z,2026-05-15T14:48:04.603Z,esp32_3,10,0.1667,5436.0,1721.54,4083.0,9952.0,0.0,1.1111,0.3143,1,NORMAL,NORMAL
2026-05-15T14:47:05.208Z,2026-05-15T14:48:05.208Z,esp32_1,6,0.1,10166.6,2460.87,7109.0,13395.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:12.535Z,2026-05-15T14:48:12.535Z,esp32_2,5,0.0833,12361.0,2743.36,7927.0,15181.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:14.603Z,2026-05-15T14:48:14.603Z,esp32_3,11,0.1833,5313.3,1675.75,4077.0,9952.0,0.0,1.1,0.3,1,NORMAL,NORMAL
2026-05-15T14:47:15.208Z,2026-05-15T14:48:15.208Z,esp32_1,5,0.0833,10309.25,2732.79,7109.0,13395.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:22.535Z,2026-05-15T14:48:22.535Z,esp32_2,5,0.0833,14102.75,1086.86,12397.0,15181.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:24.603Z,2026-05-15T14:48:24.603Z,esp32_3,10,0.1667,5385.33,1766.73,4077.0,9952.0,0.0,1.1111,0.3143,2,NORMAL,NORMAL
2026-05-15T14:47:25.208Z,2026-05-15T14:48:25.208Z,esp32_1,5,0.0833,12172.5,2440.8,8119.0,14562.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:32.535Z,2026-05-15T14:48:32.535Z,esp32_2,5,0.0833,12348.5,3314.81,6922.0,15181.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:34.603Z,2026-05-15T14:48:34.603Z,esp32_3,8,0.1333,5479.29,1930.02,4077.0,9952.0,0.0,1.1429,0.3499,2,NORMAL,NORMAL
2026-05-15T14:47:35.208Z,2026-05-15T14:48:35.208Z,esp32_1,5,0.0833,12570.0,2604.33,8119.0,14562.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:42.535Z,2026-05-15T14:48:42.535Z,esp32_2,5,0.0833,10446.75,3326.34,6922.0,14894.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:44.603Z,2026-05-15T14:48:44.603Z,esp32_3,6,0.1,5953.0,2100.38,4077.0,9952.0,0.0,1.2,0.4,2,NORMAL,NORMAL
2026-05-15T14:47:45.208Z,2026-05-15T14:48:45.208Z,esp32_1,4,0.0667,14053.67,488.14,13395.0,14562.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:52.535Z,2026-05-15T14:48:52.535Z,esp32_2,5,0.0833,10086.0,3169.83,6922.0,14894.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:47:54.603Z,2026-05-15T14:48:54.603Z,esp32_3,5,0.0833,11041.0,10969.43,4077.0,30013.0,0.0,1.0,0.0,2,NORMAL,NORMAL
2026-05-15T14:47:55.208Z,2026-05-15T14:48:55.208Z,esp32_1,4,0.0667,16914.0,3582.36,14204.0,21976.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:02.535Z,2026-05-15T14:49:02.535Z,esp32_2,6,0.1,9737.6,2919.55,6922.0,14894.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:04.603Z,2026-05-15T14:49:04.603Z,esp32_3,4,0.0667,13362.33,11784.89,4411.0,30013.0,0.0,1.0,0.0,2,NORMAL,NORMAL
2026-05-15T14:48:05.208Z,2026-05-15T14:49:05.208Z,esp32_1,3,0.05,18090.0,3886.0,14204.0,21976.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:12.535Z,2026-05-15T14:49:12.535Z,esp32_2,5,0.0833,8448.5,1531.62,6922.0,10954.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:14.603Z,2026-05-15T14:49:14.603Z,esp32_3,3,0.05,28513.0,1500.0,27013.0,30013.0,0.0,1.0,0.0,1,SLOW_RATE_ATTACK,SLOW_RATE_ATTACK
2026-05-15T14:48:15.208Z,2026-05-15T14:49:15.208Z,esp32_1,4,0.0667,16754.33,3692.61,14083.0,21976.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:22.535Z,2026-05-15T14:49:22.535Z,esp32_2,5,0.0833,13235.75,7515.56,7574.0,26071.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:24.603Z,2026-05-15T14:49:24.603Z,esp32_3,3,0.05,19510.0,7503.0,12007.0,27013.0,0.0,1.0,0.0,2,SLOW_RATE_ATTACK,SLOW_RATE_ATTACK
2026-05-15T14:48:25.208Z,2026-05-15T14:49:25.208Z,esp32_1,4,0.0667,15110.67,5236.64,9273.0,21976.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:32.535Z,2026-05-15T14:49:32.535Z,esp32_2,5,0.0833,12956.25,7738.41,6456.0,26071.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:34.603Z,2026-05-15T14:49:34.603Z,esp32_3,4,0.0667,14970.33,8873.96,5891.0,27013.0,0.0,1.0,0.0,2,NORMAL,NORMAL
2026-05-15T14:48:35.208Z,2026-05-15T14:49:35.208Z,esp32_1,5,0.0833,9709.5,2602.27,7643.0,14083.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:42.535Z,2026-05-15T14:49:42.535Z,esp32_2,5,0.0833,12392.0,7943.4,6456.0,26071.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:44.603Z,2026-05-15T14:49:44.603Z,esp32_3,6,0.1,10960.2,8455.21,4396.0,27013.0,0.0,1.0,0.0,2,NORMAL,NORMAL
2026-05-15T14:48:45.208Z,2026-05-15T14:49:45.208Z,esp32_1,6,0.1,9555.4,2347.86,7643.0,14083.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:52.535Z,2026-05-15T14:49:52.535Z,esp32_2,5,0.0833,12594.25,7847.48,6456.0,26071.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:48:54.603Z,2026-05-15T14:49:54.603Z,esp32_3,7,0.1167,6468.17,2525.52,4396.0,12007.0,0.0,1.0,0.0,2,NORMAL,NORMAL
2026-05-15T14:48:55.208Z,2026-05-15T14:49:55.208Z,esp32_1,6,0.1,8044.0,981.69,6526.0,9273.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:02.535Z,2026-05-15T14:50:02.535Z,esp32_2,5,0.0833,8983.0,1835.88,6456.0,11626.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:04.603Z,2026-05-15T14:50:04.603Z,esp32_3,9,0.15,6170.63,2259.52,4396.0,12007.0,0.0,1.0,0.0,2,NORMAL,NORMAL
2026-05-15T14:49:05.208Z,2026-05-15T14:50:05.208Z,esp32_1,7,0.1167,9268.67,2881.34,6526.0,15392.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:12.535Z,2026-05-15T14:50:12.535Z,esp32_2,5,0.0833,8983.0,1835.88,6456.0,11626.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:14.603Z,2026-05-15T14:50:14.603Z,esp32_3,10,0.1667,5265.78,540.23,4396.0,5891.0,0.0,1.0,0.0,1,NORMAL,NORMAL
2026-05-15T14:49:15.208Z,2026-05-15T14:50:15.208Z,esp32_1,7,0.1167,9326.0,2884.28,6526.0,15392.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:22.535Z,2026-05-15T14:50:22.535Z,esp32_2,5,0.0833,13590.25,6615.56,8697.0,24885.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:24.603Z,2026-05-15T14:50:24.603Z,esp32_3,11,0.1833,5133.9,582.38,4181.0,5811.0,0.0,1.0,0.0,1,NORMAL,NORMAL
2026-05-15T14:49:25.208Z,2026-05-15T14:50:25.208Z,esp32_1,7,0.1167,9254.67,2925.18,6526.0,15392.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:32.535Z,2026-05-15T14:50:32.535Z,esp32_2,5,0.0833,14543.75,6096.04,9153.0,24885.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:34.603Z,2026-05-15T14:50:34.603Z,esp32_3,12,0.2,5009.27,573.19,4181.0,5811.0,0.0,1.0,0.0,1,NORMAL,NORMAL
2026-05-15T14:49:35.208Z,2026-05-15T14:50:35.208Z,esp32_1,6,0.1,9964.8,3122.71,6526.0,15392.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:42.535Z,2026-05-15T14:50:42.535Z,esp32_2,4,0.0667,16340.67,6052.55,11626.0,24885.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:44.603Z,2026-05-15T14:50:44.603Z,esp32_3,13,0.2167,4920.42,583.3,4181.0,5811.0,0.0,1.0,0.0,1,NORMAL,NORMAL
2026-05-15T14:49:45.208Z,2026-05-15T14:50:45.208Z,esp32_1,6,0.1,10810.2,2606.88,7411.0,15392.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:52.535Z,2026-05-15T14:50:52.535Z,esp32_2,4,0.0667,17000.0,5593.36,12511.0,24885.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:49:54.603Z,2026-05-15T14:50:54.603Z,esp32_3,13,0.2167,4787.92,475.98,4181.0,5657.0,0.0,1.0,0.0,1,NORMAL,NORMAL
2026-05-15T14:49:55.208Z,2026-05-15T14:50:55.208Z,esp32_1,6,0.1,9108.8,1668.5,6885.0,10878.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:02.535Z,2026-05-15T14:51:02.535Z,esp32_2,4,0.0667,13596.67,883.46,12511.0,14675.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:04.603Z,2026-05-15T14:51:04.603Z,esp32_3,15,0.25,4103.14,1610.68,275.0,5657.0,0.0,1.0,0.0,2,NORMAL,NORMAL
2026-05-15T14:50:05.208Z,2026-05-15T14:51:05.208Z,esp32_1,6,0.1,9575.4,2032.0,6885.0,11950.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:12.535Z,2026-05-15T14:51:12.535Z,esp32_2,5,0.0833,12325.0,2331.69,8510.0,14675.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:14.603Z,2026-05-15T14:51:14.603Z,esp32_3,54,0.9,1080.11,1740.55,160.0,5388.0,0.0,1.0,0.0,2,DOS_FLOOD,DOS_FLOOD
2026-05-15T14:50:15.208Z,2026-05-15T14:51:15.208Z,esp32_1,6,0.1,10227.6,1734.14,6885.0,11950.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:22.535Z,2026-05-15T14:51:22.535Z,esp32_2,5,0.0833,11870.5,2426.4,8510.0,14675.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:24.603Z,2026-05-15T14:51:24.603Z,esp32_3,77,1.2833,722.87,1389.06,3.0,5388.0,0.0,1.0,0.0,3,DOS_FLOOD,DOS_FLOOD
2026-05-15T14:50:25.208Z,2026-05-15T14:51:25.208Z,esp32_1,5,0.0833,10065.0,1904.43,6885.0,11950.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:32.535Z,2026-05-15T14:51:32.535Z,esp32_2,5,0.0833,10410.75,2686.84,7765.0,14675.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:34.603Z,2026-05-15T14:51:34.603Z,esp32_3,75,1.25,624.18,1269.11,3.0,5388.0,0.0,1.0,0.0,3,DOS_FLOOD,DOS_FLOOD
2026-05-15T14:50:35.208Z,2026-05-15T14:51:35.208Z,esp32_1,5,0.0833,11037.0,2792.61,6885.0,14641.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:42.535Z,2026-05-15T14:51:42.535Z,esp32_2,6,0.1,11167.6,2840.17,7765.0,14675.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:44.603Z,2026-05-15T14:51:44.603Z,esp32_3,73,1.2167,725.57,2485.49,3.0,19988.0,0.0,1.0,0.0,3,DOS_FLOOD,DOS_FLOOD
2026-05-15T14:50:45.208Z,2026-05-15T14:51:45.208Z,esp32_1,5,0.0833,11620.75,1993.37,9220.0,14641.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:52.535Z,2026-05-15T14:51:52.535Z,esp32_2,6,0.1,10026.8,2295.6,7765.0,14195.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:50:54.603Z,2026-05-15T14:51:54.603Z,esp32_3,71,1.1833,607.29,2417.17,3.0,19988.0,0.0,1.0,0.0,3,DOS_FLOOD,DOS_FLOOD
2026-05-15T14:50:55.208Z,2026-05-15T14:51:55.208Z,esp32_1,5,0.0833,11525.25,1984.44,9220.0,14641.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:02.535Z,2026-05-15T14:52:02.535Z,esp32_2,6,0.1,10211.0,2201.52,7765.0,14195.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:04.603Z,2026-05-15T14:52:04.603Z,esp32_3,68,1.1333,869.27,3539.96,3.0,22015.0,0.0,1.0,0.0,2,DOS_FLOOD,DOS_FLOOD
2026-05-15T14:51:05.208Z,2026-05-15T14:52:05.208Z,esp32_1,5,0.0833,11570.25,1966.54,9220.0,14641.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:12.535Z,2026-05-15T14:52:12.535Z,esp32_2,5,0.0833,10090.5,2446.58,7765.0,14195.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:14.603Z,2026-05-15T14:52:14.603Z,esp32_3,27,0.45,1856.0,5540.39,3.0,22015.0,0.0,1.0,0.0,2,DOS_FLOOD,DOS_FLOOD
2026-05-15T14:51:15.208Z,2026-05-15T14:52:15.208Z,esp32_1,5,0.0833,10579.75,852.87,9220.0,11568.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:22.535Z,2026-05-15T14:52:22.535Z,esp32_2,5,0.0833,12140.75,3010.09,8971.0,15966.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:24.603Z,2026-05-15T14:52:24.603Z,esp32_3,3,0.05,19506.5,2508.5,16998.0,22015.0,0.0,1.0,0.0,1,SLOW_RATE_ATTACK,SLOW_RATE_ATTACK
2026-05-15T14:51:25.208Z,2026-05-15T14:52:25.208Z,esp32_1,6,0.1,10568.8,763.14,9220.0,11568.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:32.535Z,2026-05-15T14:52:32.535Z,esp32_2,5,0.0833,12264.25,3100.61,8971.0,15966.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:34.603Z,2026-05-15T14:52:34.603Z,esp32_3,6,0.1,10695.2,8921.1,194.0,22015.0,0.0,1.0,0.0,2,DOS_FLOOD,DOS_FLOOD
2026-05-15T14:51:35.208Z,2026-05-15T14:52:35.208Z,esp32_1,6,0.1,10349.6,1168.71,8124.0,11568.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:42.535Z,2026-05-15T14:52:42.535Z,esp32_2,4,0.0667,13362.0,2828.1,9431.0,15966.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:44.603Z,2026-05-15T14:52:44.603Z,esp32_3,43,0.7167,989.4,3262.31,193.0,16998.0,0.0,1.0476,0.213,2,DOS_FLOOD,DOS_FLOOD
2026-05-15T14:51:45.208Z,2026-05-15T14:52:45.208Z,esp32_1,6,0.1,10483.4,1327.99,8124.0,12237.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:52.535Z,2026-05-15T14:52:52.535Z,esp32_2,4,0.0667,15380.0,526.59,14689.0,15966.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:51:54.603Z,2026-05-15T14:52:54.603Z,esp32_3,72,1.2,712.31,2534.74,186.0,16998.0,0.0278,1.0,0.2374,3,DOS_FLOOD,DOS_FLOOD
2026-05-15T14:51:55.208Z,2026-05-15T14:52:55.208Z,esp32_1,5,0.0833,10391.25,1470.37,8124.0,12237.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
2026-05-15T14:52:02.535Z,2026-05-15T14:53:02.535Z,esp32_2,4,0.0667,13485.33,2288.29,10282.0,15485.0,0.0,0.0,0.0,1,LEGITIMATE,LEGITIMATE
