timestamp_utc,topic,device,mode,seq,temp,humidity,light,inter_arrival_ms,label
2026-06-08T17:47:05.758Z,netguard/junk_298,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:47:05.759Z,netguard/cmd,cmd,NORMAL,-1,-1,-1,-1,29030,TOPIC_BOMB
2026-06-08T17:47:06.247Z,netguard/junk_631,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,489,TOPIC_BOMB
2026-06-08T17:47:06.251Z,netguard/junk_526,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,3,TOPIC_BOMB
2026-06-08T17:47:06.252Z,netguard/junk_713,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:47:06.253Z,netguard/junk_985,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:47:06.255Z,netguard/junk_232,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:47:06.258Z,netguard/junk_374,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,3,TOPIC_BOMB
2026-06-08T17:47:06.493Z,netguard/junk_529,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,234,TOPIC_BOMB
2026-06-08T17:47:06.494Z,netguard/junk_952,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:47:06.495Z,netguard/junk_684,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:47:06.739Z,netguard/attacker,esp32_3,NORMAL,1612,-1,-1,-1,243,NORMAL
2026-06-08T17:47:09.450Z,netguard/device1,esp32_1,NORMAL,618,28.5,63.0,-1,5406,NORMAL
2026-06-08T17:47:09.692Z,netguard/attacker,esp32_3,NORMAL,1613,-1,-1,-1,2952,NORMAL
2026-06-08T17:47:11.905Z,netguard/attacker,esp32_3,NORMAL,1614,-1,-1,-1,2212,NORMAL
2026-06-08T17:47:14.118Z,netguard/device2,esp32_2,NORMAL,505,-1,-1,0,9839,NORMAL
2026-06-08T17:47:14.610Z,netguard/device2,esp32_2,NORMAL,506,-1,-1,0,491,NORMAL
2026-06-08T17:47:14.612Z,netguard/device2,esp32_2,NORMAL,507,-1,-1,0,2,NORMAL
2026-06-08T17:47:16.087Z,netguard/attacker,esp32_3,NORMAL,1615,-1,-1,-1,4182,NORMAL
2026-06-08T17:47:19.310Z,netguard/attacker,esp32_3,NORMAL,1616,-1,-1,-1,3223,NORMAL
2026-06-08T17:47:19.531Z,netguard/device2,esp32_2,NORMAL,508,-1,-1,0,4918,NORMAL
2026-06-08T17:47:20.024Z,netguard/device1,esp32_1,NORMAL,619,28.4,63.0,-1,10573,NORMAL
2026-06-08T17:47:20.761Z,netguard/device1,esp32_1,NORMAL,620,28.4,63.0,-1,737,NORMAL
2026-06-08T17:47:20.763Z,netguard/device1,esp32_1,NORMAL,621,28.5,63.0,-1,2,NORMAL
2026-06-08T17:47:22.238Z,netguard/device1,esp32_1,NORMAL,622,28.4,63.0,-1,1474,NORMAL
2026-06-08T17:47:23.713Z,netguard/attacker,esp32_3,NORMAL,1617,-1,-1,-1,4402,NORMAL
2026-06-08T17:47:23.958Z,netguard/device2,esp32_2,NORMAL,509,-1,-1,0,4427,NORMAL
2026-06-08T17:47:27.895Z,netguard/device2,esp32_2,NORMAL,510,-1,-1,0,3936,NORMAL
2026-06-08T17:47:32.569Z,netguard/device2,esp32_2,NORMAL,511,-1,-1,0,4674,NORMAL
2026-06-08T17:47:33.061Z,netguard/device2,esp32_2,NORMAL,512,-1,-1,0,491,NORMAL
2026-06-08T17:47:34.290Z,netguard/attacker,esp32_3,NORMAL,1618,-1,-1,-1,10577,NORMAL
2026-06-08T17:47:35.029Z,netguard/attacker,esp32_3,NORMAL,1619,-1,-1,-1,738,NORMAL
2026-06-08T17:47:35.031Z,netguard/attacker,esp32_3,NORMAL,1620,-1,-1,-1,2,NORMAL
2026-06-08T17:47:35.768Z,netguard/attacker,esp32_3,NORMAL,1621,-1,-1,-1,737,NORMAL
2026-06-08T17:47:36.750Z,netguard/device2,esp32_2,NORMAL,513,-1,-1,0,3689,NORMAL
2026-06-08T17:47:39.211Z,netguard/attacker,esp32_3,NORMAL,1622,-1,-1,-1,3442,NORMAL
2026-06-08T17:47:39.708Z,netguard/device2,esp32_2,NORMAL,514,-1,-1,0,2957,NORMAL
2026-06-08T17:47:40.440Z,netguard/device1,esp32_1,NORMAL,623,28.4,63.0,-1,18201,NORMAL
2026-06-08T17:47:40.933Z,netguard/device1,esp32_1,NORMAL,624,28.5,62.0,-1,493,NORMAL
2026-06-08T17:47:40.934Z,netguard/device1,esp32_1,NORMAL,625,28.4,62.0,-1,0,NORMAL
2026-06-08T17:47:40.937Z,netguard/device1,esp32_1,NORMAL,626,28.4,63.0,-1,2,NORMAL
2026-06-08T17:47:40.944Z,netguard/device1,esp32_1,NORMAL,627,28.4,63.0,-1,7,NORMAL
2026-06-08T17:47:42.900Z,netguard/attacker,esp32_3,NORMAL,1623,-1,-1,-1,3689,NORMAL
2026-06-08T17:47:44.376Z,netguard/device1,esp32_1,NORMAL,628,28.4,63.0,-1,3431,NORMAL
2026-06-08T17:47:46.347Z,netguard/attacker,esp32_3,NORMAL,1624,-1,-1,-1,3446,NORMAL
2026-06-08T17:47:46.597Z,netguard/device2,esp32_2,NORMAL,515,-1,-1,0,6888,NORMAL
2026-06-08T17:47:47.328Z,netguard/device2,esp32_2,NORMAL,516,-1,-1,0,731,NORMAL
2026-06-08T17:47:48.559Z,netguard/attacker,esp32_3,NORMAL,1625,-1,-1,-1,2212,NORMAL
2026-06-08T17:47:50.773Z,netguard/device1,esp32_1,NORMAL,629,28.4,63.0,-1,6396,NORMAL
2026-06-08T17:47:51.266Z,netguard/attacker,esp32_3,NORMAL,1626,-1,-1,-1,2706,NORMAL
2026-06-08T17:47:51.511Z,netguard/device2,esp32_2,NORMAL,517,-1,-1,0,4182,NORMAL
2026-06-08T17:47:52.795Z,netguard/device1,esp32_1,NORMAL,630,28.4,63.0,-1,2021,NORMAL
2026-06-08T17:47:54.216Z,netguard/device2,esp32_2,NORMAL,518,-1,-1,0,2705,NORMAL
2026-06-08T17:47:55.694Z,netguard/attacker,esp32_3,NORMAL,1627,-1,-1,-1,4428,NORMAL
2026-06-08T17:47:56.188Z,netguard/device1,esp32_1,NORMAL,631,28.4,63.0,-1,3393,NORMAL
2026-06-08T17:47:56.676Z,netguard/device2,esp32_2,NORMAL,519,-1,-1,0,2459,NORMAL
2026-06-08T17:47:58.644Z,netguard/attacker,esp32_3,NORMAL,1628,-1,-1,-1,2950,NORMAL
2026-06-08T17:47:59.138Z,netguard/device1,esp32_1,NORMAL,632,28.4,62.0,-1,2949,NORMAL
2026-06-08T17:47:59.630Z,netguard/device2,esp32_2,NORMAL,520,-1,-1,0,2953,NORMAL
2026-06-08T17:48:00.612Z,netguard/attacker,esp32_3,NORMAL,1629,-1,-1,-1,1967,NORMAL
2026-06-08T17:48:01.841Z,netguard/cmd,cmd,TOPIC_BOMB,-1,-1,-1,-1,56082,TOPIC_BOMB
2026-06-08T17:48:02.835Z,netguard/device2,esp32_2,NORMAL,521,-1,-1,0,3205,TOPIC_BOMB
2026-06-08T17:48:03.318Z,netguard/device1,esp32_1,NORMAL,633,28.4,63.0,-1,4179,TOPIC_BOMB
2026-06-08T17:48:04.302Z,netguard/junk_565,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,3690,TOPIC_BOMB
2026-06-08T17:48:04.304Z,netguard/junk_210,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.306Z,netguard/junk_791,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.307Z,netguard/junk_822,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:04.308Z,netguard/junk_697,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.309Z,netguard/junk_202,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.310Z,netguard/junk_638,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:04.311Z,netguard/junk_419,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.313Z,netguard/junk_107,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:04.314Z,netguard/junk_329,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:04.315Z,netguard/junk_787,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.316Z,netguard/junk_16,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:04.317Z,netguard/junk_687,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.318Z,netguard/junk_758,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.319Z,netguard/junk_785,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:04.327Z,netguard/junk_881,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,7,TOPIC_BOMB
2026-06-08T17:48:04.328Z,netguard/junk_944,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:04.330Z,netguard/junk_877,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.331Z,netguard/junk_219,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.794Z,netguard/junk_431,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,463,TOPIC_BOMB
2026-06-08T17:48:04.795Z,netguard/junk_666,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:04.797Z,netguard/junk_671,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:04.798Z,netguard/junk_11,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.805Z,netguard/junk_395,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,7,TOPIC_BOMB
2026-06-08T17:48:04.812Z,netguard/junk_336,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,6,TOPIC_BOMB
2026-06-08T17:48:04.819Z,netguard/junk_975,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,6,TOPIC_BOMB
2026-06-08T17:48:04.820Z,netguard/junk_619,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.828Z,netguard/junk_57,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,7,TOPIC_BOMB
2026-06-08T17:48:04.835Z,netguard/junk_780,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,6,TOPIC_BOMB
2026-06-08T17:48:04.841Z,netguard/junk_374,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,6,TOPIC_BOMB
2026-06-08T17:48:04.843Z,netguard/junk_966,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:04.844Z,netguard/junk_594,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:04.850Z,netguard/junk_960,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,6,TOPIC_BOMB
2026-06-08T17:48:04.857Z,netguard/junk_196,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,6,TOPIC_BOMB
2026-06-08T17:48:05.286Z,netguard/junk_805,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,429,TOPIC_BOMB
2026-06-08T17:48:05.289Z,netguard/junk_77,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,3,TOPIC_BOMB
2026-06-08T17:48:05.297Z,netguard/junk_892,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,8,TOPIC_BOMB
2026-06-08T17:48:05.306Z,netguard/junk_940,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,8,TOPIC_BOMB
2026-06-08T17:48:05.308Z,netguard/junk_278,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:05.778Z,netguard/junk_715,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,470,TOPIC_BOMB
2026-06-08T17:48:05.780Z,netguard/junk_588,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:05.781Z,netguard/junk_1,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:05.783Z,netguard/junk_54,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:05.784Z,netguard/junk_242,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:05.785Z,netguard/junk_175,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:06.271Z,netguard/device1,esp32_1,NORMAL,634,28.4,63.0,-1,2952,TOPIC_BOMB
2026-06-08T17:48:06.273Z,netguard/junk_441,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,487,TOPIC_BOMB
2026-06-08T17:48:06.274Z,netguard/junk_205,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:06.275Z,netguard/junk_195,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:06.276Z,netguard/junk_483,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:06.277Z,netguard/junk_282,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:06.279Z,netguard/junk_538,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:06.280Z,netguard/junk_180,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:06.764Z,netguard/junk_166,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,484,TOPIC_BOMB
2026-06-08T17:48:06.766Z,netguard/junk_20,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:06.767Z,netguard/junk_195,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:06.768Z,netguard/junk_445,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:06.769Z,netguard/junk_359,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:07.009Z,netguard/device2,esp32_2,NORMAL,522,-1,-1,0,4173,TOPIC_BOMB
2026-06-08T17:48:07.253Z,netguard/junk_405,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,484,TOPIC_BOMB
2026-06-08T17:48:07.256Z,netguard/junk_683,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,3,TOPIC_BOMB
2026-06-08T17:48:07.258Z,netguard/junk_806,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:07.259Z,netguard/junk_770,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:07.262Z,netguard/junk_188,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:07.265Z,netguard/junk_53,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:07.746Z,netguard/junk_692,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,481,TOPIC_BOMB
2026-06-08T17:48:07.748Z,netguard/junk_879,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:07.749Z,netguard/junk_450,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:07.751Z,netguard/junk_798,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:07.752Z,netguard/junk_813,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:07.753Z,netguard/junk_224,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:08.237Z,netguard/junk_380,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,484,TOPIC_BOMB
2026-06-08T17:48:08.240Z,netguard/junk_824,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,3,TOPIC_BOMB
2026-06-08T17:48:08.241Z,netguard/junk_689,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:08.243Z,netguard/junk_638,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:08.244Z,netguard/junk_178,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:08.245Z,netguard/junk_562,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:08.246Z,netguard/junk_46,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:08.484Z,netguard/device2,esp32_2,NORMAL,523,-1,-1,0,1475,TOPIC_BOMB
2026-06-08T17:48:08.730Z,netguard/junk_533,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,484,TOPIC_BOMB
2026-06-08T17:48:08.733Z,netguard/junk_246,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,3,TOPIC_BOMB
2026-06-08T17:48:08.734Z,netguard/junk_87,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:08.738Z,netguard/junk_892,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,3,TOPIC_BOMB
2026-06-08T17:48:08.740Z,netguard/junk_778,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:08.743Z,netguard/junk_218,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,3,TOPIC_BOMB
2026-06-08T17:48:09.222Z,netguard/junk_621,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,479,TOPIC_BOMB
2026-06-08T17:48:09.224Z,netguard/junk_857,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:09.226Z,netguard/junk_439,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:09.227Z,netguard/junk_11,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:09.229Z,netguard/junk_503,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:09.230Z,netguard/junk_70,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:09.231Z,netguard/device1,esp32_1,NORMAL,635,28.4,63.0,-1,2960,TOPIC_BOMB
2026-06-08T17:48:09.233Z,netguard/junk_238,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:09.234Z,netguard/junk_191,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:09.714Z,netguard/junk_271,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,480,TOPIC_BOMB
2026-06-08T17:48:09.716Z,netguard/junk_534,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:09.718Z,netguard/junk_396,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:09.719Z,netguard/junk_379,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:09.720Z,netguard/junk_362,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:09.721Z,netguard/junk_709,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:09.722Z,netguard/junk_611,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:10.206Z,netguard/junk_688,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,484,TOPIC_BOMB
2026-06-08T17:48:10.209Z,netguard/junk_413,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:10.211Z,netguard/junk_459,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:10.212Z,netguard/junk_676,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:10.213Z,netguard/junk_491,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:10.215Z,netguard/junk_849,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:10.697Z,netguard/junk_225,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,482,TOPIC_BOMB
2026-06-08T17:48:10.699Z,netguard/junk_165,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:10.702Z,netguard/junk_119,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:10.703Z,netguard/junk_802,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:10.705Z,netguard/junk_388,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:11.190Z,netguard/junk_616,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,484,TOPIC_BOMB
2026-06-08T17:48:11.192Z,netguard/junk_711,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:11.193Z,netguard/junk_744,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:11.194Z,netguard/junk_631,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:11.195Z,netguard/device2,esp32_2,NORMAL,524,-1,-1,0,2710,TOPIC_BOMB
2026-06-08T17:48:11.196Z,netguard/junk_501,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:11.197Z,netguard/junk_549,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:11.198Z,netguard/junk_350,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:11.683Z,netguard/junk_39,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,485,TOPIC_BOMB
2026-06-08T17:48:11.685Z,netguard/junk_937,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:11.686Z,netguard/junk_672,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:11.687Z,netguard/junk_57,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:11.688Z,netguard/junk_591,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:11.689Z,netguard/junk_12,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:11.690Z,netguard/junk_872,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:12.173Z,netguard/junk_553,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,482,TOPIC_BOMB
2026-06-08T17:48:12.176Z,netguard/junk_256,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,3,TOPIC_BOMB
2026-06-08T17:48:12.177Z,netguard/junk_353,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:12.178Z,netguard/junk_647,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:12.179Z,netguard/junk_140,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:12.180Z,netguard/junk_217,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:12.181Z,netguard/junk_348,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:12.666Z,netguard/junk_207,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,484,TOPIC_BOMB
2026-06-08T17:48:12.668Z,netguard/junk_51,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:12.670Z,netguard/junk_996,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:12.672Z,netguard/junk_844,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:12.674Z,netguard/junk_857,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:12.675Z,netguard/device1,esp32_1,NORMAL,636,28.4,63.0,-1,3444,TOPIC_BOMB
2026-06-08T17:48:13.405Z,netguard/junk_445,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,730,TOPIC_BOMB
2026-06-08T17:48:13.406Z,netguard/junk_677,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:13.408Z,netguard/junk_66,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:13.409Z,netguard/junk_283,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
2026-06-08T17:48:13.410Z,netguard/junk_247,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:13.411Z,netguard/junk_924,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:13.412Z,netguard/junk_272,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,1,TOPIC_BOMB
2026-06-08T17:48:13.650Z,netguard/junk_678,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,237,TOPIC_BOMB
2026-06-08T17:48:13.652Z,netguard/junk_75,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:13.654Z,netguard/junk_471,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,2,TOPIC_BOMB
2026-06-08T17:48:13.655Z,netguard/junk_104,esp32_3,TOPIC_BOMB,-1,-1,-1,-1,0,TOPIC_BOMB
