timestamp_utc,topic,device,mode,seq,temp,humidity,light,inter_arrival_ms,label
2026-06-08T17:33:14.930Z,netguard/attacker,esp32_3,NORMAL,485,-1,-1,-1,1474,NORMAL
2026-06-08T17:33:16.402Z,netguard/device1,esp32_1,NORMAL,384,29.6,59.0,-1,2949,NORMAL
2026-06-08T17:33:16.404Z,netguard/device2,esp32_2,NORMAL,267,-1,-1,0,3197,NORMAL
2026-06-08T17:33:16.895Z,netguard/attacker,esp32_3,NORMAL,486,-1,-1,-1,1965,NORMAL
2026-06-08T17:33:21.323Z,netguard/device2,esp32_2,NORMAL,268,-1,-1,0,4918,NORMAL
2026-06-08T17:33:26.284Z,netguard/device2,esp32_2,NORMAL,269,-1,-1,0,4960,NORMAL
2026-06-08T17:33:29.483Z,netguard/device1,esp32_1,NORMAL,385,29.6,59.0,-1,13080,NORMAL
2026-06-08T17:33:29.486Z,netguard/device2,esp32_2,NORMAL,270,-1,-1,0,3202,NORMAL
2026-06-08T17:33:29.727Z,netguard/attacker,esp32_3,NORMAL,487,-1,-1,-1,12831,NORMAL
2026-06-08T17:33:29.971Z,netguard/device1,esp32_1,NORMAL,386,29.5,59.0,-1,487,NORMAL
2026-06-08T17:33:29.973Z,netguard/device1,esp32_1,NORMAL,387,29.5,59.0,-1,1,NORMAL
2026-06-08T17:33:29.974Z,netguard/device1,esp32_1,NORMAL,388,29.5,59.0,-1,1,NORMAL
2026-06-08T17:33:30.192Z,netguard/attacker,esp32_3,NORMAL,488,-1,-1,-1,465,NORMAL
2026-06-08T17:33:30.195Z,netguard/attacker,esp32_3,NORMAL,489,-1,-1,-1,3,NORMAL
2026-06-08T17:33:30.204Z,netguard/attacker,esp32_3,NORMAL,490,-1,-1,-1,9,NORMAL
2026-06-08T17:33:32.191Z,netguard/device1,esp32_1,NORMAL,389,29.5,59.0,-1,2216,NORMAL
2026-06-08T17:33:32.941Z,netguard/device2,esp32_2,NORMAL,271,-1,-1,0,3454,NORMAL
2026-06-08T17:33:36.117Z,netguard/device2,esp32_2,NORMAL,272,-1,-1,0,3176,NORMAL
2026-06-08T17:33:36.663Z,netguard/device1,esp32_1,NORMAL,390,29.4,59.0,-1,4472,NORMAL
2026-06-08T17:33:39.583Z,netguard/device1,esp32_1,NORMAL,391,29.4,59.0,-1,2919,NORMAL
2026-06-08T17:33:40.040Z,netguard/device2,esp32_2,NORMAL,273,-1,-1,0,3922,NORMAL
2026-06-08T17:33:43.022Z,netguard/device1,esp32_1,NORMAL,392,29.3,60.0,-1,3439,NORMAL
2026-06-08T17:33:43.223Z,netguard/device2,esp32_2,NORMAL,274,-1,-1,0,3182,NORMAL
2026-06-08T17:33:43.761Z,netguard/attacker,esp32_3,NORMAL,491,-1,-1,-1,13556,NORMAL
2026-06-08T17:33:44.240Z,netguard/attacker,esp32_3,NORMAL,492,-1,-1,-1,478,NORMAL
2026-06-08T17:33:44.248Z,netguard/attacker,esp32_3,NORMAL,493,-1,-1,-1,7,NORMAL
2026-06-08T17:33:44.710Z,netguard/attacker,esp32_3,NORMAL,494,-1,-1,-1,461,NORMAL
2026-06-08T17:33:44.973Z,netguard/device2,esp32_2,NORMAL,275,-1,-1,0,1750,NORMAL
2026-06-08T17:33:47.171Z,netguard/device1,esp32_1,NORMAL,393,29.3,60.0,-1,4148,NORMAL
2026-06-08T17:33:48.406Z,netguard/attacker,esp32_3,NORMAL,495,-1,-1,-1,3695,NORMAL
2026-06-08T17:33:49.158Z,netguard/device2,esp32_2,NORMAL,276,-1,-1,0,4185,NORMAL
2026-06-08T17:33:52.596Z,netguard/attacker,esp32_3,NORMAL,496,-1,-1,-1,4189,NORMAL
2026-06-08T17:33:52.853Z,netguard/device2,esp32_2,NORMAL,277,-1,-1,0,3694,NORMAL
2026-06-08T17:33:56.028Z,netguard/device2,esp32_2,NORMAL,278,-1,-1,0,3174,NORMAL
2026-06-08T17:33:56.535Z,netguard/attacker,esp32_3,NORMAL,497,-1,-1,-1,3939,NORMAL
2026-06-08T17:33:59.295Z,netguard/attacker,esp32_3,NORMAL,498,-1,-1,-1,2760,NORMAL
2026-06-08T17:33:59.966Z,netguard/device2,esp32_2,NORMAL,279,-1,-1,0,3937,NORMAL
2026-06-08T17:34:00.460Z,netguard/cmd,cmd,SLOW_RATE_ATTACK,-1,-1,-1,-1,47004,SLOW_RATE_ATTACK
2026-06-08T17:34:03.640Z,netguard/attacker,esp32_3,SLOW_RATE_ATTACK,499,-1,-1,-1,4345,SLOW_RATE_ATTACK
2026-06-08T17:34:03.913Z,netguard/device2,esp32_2,NORMAL,280,-1,-1,0,3947,SLOW_RATE_ATTACK
2026-06-08T17:34:04.490Z,netguard/device1,esp32_1,NORMAL,394,29.3,60.0,-1,17319,SLOW_RATE_ATTACK
2026-06-08T17:34:04.911Z,netguard/device1,esp32_1,NORMAL,395,29.3,60.0,-1,421,SLOW_RATE_ATTACK
2026-06-08T17:34:04.913Z,netguard/device1,esp32_1,NORMAL,396,29.2,60.0,-1,2,SLOW_RATE_ATTACK
2026-06-08T17:34:04.916Z,netguard/device1,esp32_1,NORMAL,397,29.2,60.0,-1,2,SLOW_RATE_ATTACK
2026-06-08T17:34:05.650Z,netguard/device1,esp32_1,NORMAL,398,29.2,60.0,-1,734,SLOW_RATE_ATTACK
2026-06-08T17:34:07.625Z,netguard/device2,esp32_2,NORMAL,281,-1,-1,0,3711,SLOW_RATE_ATTACK
2026-06-08T17:34:10.029Z,netguard/device1,esp32_1,NORMAL,399,29.1,60.0,-1,4379,SLOW_RATE_ATTACK
2026-06-08T17:34:12.490Z,netguard/device2,esp32_2,NORMAL,282,-1,-1,0,4864,SLOW_RATE_ATTACK
2026-06-08T17:34:13.727Z,netguard/device1,esp32_1,NORMAL,400,29.1,60.0,-1,3697,SLOW_RATE_ATTACK
2026-06-08T17:34:17.411Z,netguard/device2,esp32_2,NORMAL,283,-1,-1,0,4921,SLOW_RATE_ATTACK
2026-06-08T17:34:18.149Z,netguard/device1,esp32_1,NORMAL,401,29.1,61.0,-1,4421,SLOW_RATE_ATTACK
2026-06-08T17:34:19.623Z,netguard/device2,esp32_2,NORMAL,284,-1,-1,0,2212,SLOW_RATE_ATTACK
2026-06-08T17:34:20.362Z,netguard/attacker,esp32_3,SLOW_RATE_ATTACK,500,-1,-1,-1,16721,SLOW_RATE_ATTACK
2026-06-08T17:34:21.839Z,netguard/device2,esp32_2,NORMAL,285,-1,-1,0,2215,SLOW_RATE_ATTACK
2026-06-08T17:34:26.512Z,netguard/device2,esp32_2,NORMAL,286,-1,-1,0,4673,SLOW_RATE_ATTACK
2026-06-08T17:34:28.482Z,netguard/device1,esp32_1,NORMAL,402,29.1,61.0,-1,10333,SLOW_RATE_ATTACK
2026-06-08T17:34:28.979Z,netguard/device1,esp32_1,NORMAL,403,29.0,61.0,-1,497,SLOW_RATE_ATTACK
2026-06-08T17:34:30.448Z,netguard/cmd,cmd,NORMAL,-1,-1,-1,-1,29987,SLOW_RATE_ATTACK
2026-06-08T17:34:31.186Z,netguard/attacker,esp32_3,NORMAL,501,-1,-1,-1,10824,NORMAL
2026-06-08T17:34:31.188Z,netguard/device2,esp32_2,NORMAL,287,-1,-1,0,4676,NORMAL
2026-06-08T17:34:32.912Z,netguard/device1,esp32_1,NORMAL,404,29.0,61.0,-1,3933,NORMAL
2026-06-08T17:34:34.138Z,netguard/attacker,esp32_3,NORMAL,502,-1,-1,-1,2952,NORMAL
2026-06-08T17:34:34.631Z,netguard/device1,esp32_1,NORMAL,405,29.0,61.0,-1,1718,NORMAL
2026-06-08T17:34:35.123Z,netguard/device2,esp32_2,NORMAL,288,-1,-1,0,3934,NORMAL
2026-06-08T17:34:36.845Z,netguard/attacker,esp32_3,NORMAL,503,-1,-1,-1,2706,NORMAL
2026-06-08T17:34:37.336Z,netguard/device1,esp32_1,NORMAL,406,29.0,61.0,-1,2705,NORMAL
2026-06-08T17:34:38.811Z,netguard/attacker,esp32_3,NORMAL,504,-1,-1,-1,1966,NORMAL
2026-06-08T17:34:39.550Z,netguard/device2,esp32_2,NORMAL,289,-1,-1,0,4427,NORMAL
2026-06-08T17:34:41.271Z,netguard/device1,esp32_1,NORMAL,407,29.0,61.0,-1,3935,NORMAL
2026-06-08T17:34:43.732Z,netguard/device2,esp32_2,NORMAL,290,-1,-1,0,4182,NORMAL
2026-06-08T17:34:44.471Z,netguard/attacker,esp32_3,NORMAL,505,-1,-1,-1,5660,NORMAL
2026-06-08T17:34:45.700Z,netguard/device1,esp32_1,NORMAL,408,29.0,61.0,-1,4429,NORMAL
2026-06-08T17:34:47.177Z,netguard/attacker,esp32_3,NORMAL,506,-1,-1,-1,2705,NORMAL
2026-06-08T17:34:48.405Z,netguard/device2,esp32_2,NORMAL,291,-1,-1,0,4672,NORMAL
2026-06-08T17:34:48.408Z,netguard/attacker,esp32_3,NORMAL,507,-1,-1,-1,1231,NORMAL
2026-06-08T17:34:49.881Z,netguard/attacker,esp32_3,NORMAL,508,-1,-1,-1,1473,NORMAL
2026-06-08T17:34:50.396Z,netguard/device1,esp32_1,NORMAL,409,29.0,62.0,-1,4695,NORMAL
2026-06-08T17:34:52.588Z,netguard/attacker,esp32_3,NORMAL,509,-1,-1,-1,2706,NORMAL
2026-06-08T17:34:53.327Z,netguard/device2,esp32_2,NORMAL,292,-1,-1,0,4921,NORMAL
2026-06-08T17:34:55.048Z,netguard/device1,esp32_1,NORMAL,410,29.0,62.0,-1,4652,NORMAL
2026-06-08T17:34:55.786Z,netguard/attacker,esp32_3,NORMAL,510,-1,-1,-1,3198,NORMAL
2026-06-08T17:34:57.509Z,netguard/device2,esp32_2,NORMAL,293,-1,-1,0,4182,NORMAL
2026-06-08T17:34:57.755Z,netguard/device1,esp32_1,NORMAL,411,29.0,62.0,-1,2707,NORMAL
2026-06-08T17:34:59.969Z,netguard/attacker,esp32_3,NORMAL,511,-1,-1,-1,4182,NORMAL
2026-06-08T17:35:00.511Z,netguard/device1,esp32_1,NORMAL,412,29.0,62.0,-1,2756,NORMAL
2026-06-08T17:35:04.150Z,netguard/device1,esp32_1,NORMAL,413,29.0,62.0,-1,3638,NORMAL
2026-06-08T17:35:04.153Z,netguard/attacker,esp32_3,NORMAL,512,-1,-1,-1,4183,NORMAL
2026-06-08T17:35:08.824Z,netguard/device1,esp32_1,NORMAL,414,29.0,62.0,-1,4673,NORMAL
2026-06-08T17:35:11.283Z,netguard/device1,esp32_1,NORMAL,415,29.0,62.0,-1,2459,NORMAL
2026-06-08T17:35:14.727Z,netguard/attacker,esp32_3,NORMAL,513,-1,-1,-1,10574,NORMAL
2026-06-08T17:35:15.957Z,netguard/device2,esp32_2,NORMAL,294,-1,-1,0,18447,NORMAL
2026-06-08T17:35:15.959Z,netguard/attacker,esp32_3,NORMAL,514,-1,-1,-1,1231,NORMAL
2026-06-08T17:35:15.961Z,netguard/attacker,esp32_3,NORMAL,515,-1,-1,-1,2,NORMAL
2026-06-08T17:35:15.972Z,netguard/device2,esp32_2,NORMAL,295,-1,-1,0,14,NORMAL
2026-06-08T17:35:15.974Z,netguard/device2,esp32_2,NORMAL,296,-1,-1,0,2,NORMAL
2026-06-08T17:35:15.983Z,netguard/device2,esp32_2,NORMAL,297,-1,-1,0,8,NORMAL
